fighter_name,Stance,DOB,Height(cm),Weight(kg),Reach(cm)
Lucas Lopes,Orthodox,1979-10-05,187.96,83.91452,192.8288
Lucas Martins,Southpaw,1988-11-11,182.88,65.77083999999999,187.46939999999998
Lucas Stark,Orthodox,,,70.30676,
Luciano Azevedo,Orthodox,1981-06-25,190.5,73.028312,195.5085
Lucie Pudilova,Orthodox,1994-06-13,172.72,56.699,176.7506
Lucio Linhares,Orthodox,1973-12-08,187.96,83.91452,192.8288
Luigi Fioravanti,Orthodox,1981-01-22,172.72,77.11064,176.7506
Luigi Vendramini,Orthodox,1996-01-16,172.72,77.11064,176.7506
Luis Gomez,Orthodox,1995-01-28,170.18,65.77083999999999,174.0709
Luis Henrique,Orthodox,1993-08-21,187.96,110.222856,192.8288
Luis Mendoza,Orthodox,,,70.30676,
Luis Pena,Southpaw,1993-07-05,190.5,70.30676,195.5085
Luis Ramos,Orthodox,1981-01-18,172.72,77.11064,176.7506
Luis Santos,Southpaw,,185.42,77.11064,190.14909999999998
Luiz Azeredo,Orthodox,1976-06-10,175.26,69.853168,179.4303
Luiz Cane,Southpaw,1981-04-24,187.96,83.91452,192.8288
Luiz Dutra,Orthodox,1982-05-06,180.34,77.11064,184.7897
Luiz Firmino,Orthodox,1982-03-18,167.64000000000001,69.853168,171.3912
Lukasz Les,Orthodox,1981-11-05,,77.11064,
Lukasz Sajewski,Orthodox,1990-11-27,172.72,70.30676,176.7506
Luke Barnatt,Orthodox,1988-04-13,198.12,83.91452,203.5476
Luke Caudillo,Orthodox,1980-11-30,170.18,70.30676,174.0709
Luke Cummo,Orthodox,1980-04-27,182.88,77.11064,187.46939999999998
Luke Flores,Southpaw,1988-03-17,182.88,70.30676,187.46939999999998
Luke Hartwig,Orthodox,,,,
Luke Jumeau,Orthodox,1988-02-12,180.34,77.11064,184.7897
Luke Rockhold,Southpaw,1984-10-17,190.5,83.91452,195.5085
Luke Sanders,Southpaw,1985-12-12,167.64000000000001,61.23492,171.3912
Luke Stewart,Orthodox,,180.34,77.11064,184.7897
Luke Zachrich,Orthodox,1981-12-19,187.96,83.91452,192.8288
Lumumba Sayers,Orthodox,1978-06-30,182.88,83.91452,187.46939999999998
Lyle Beerbohm,Southpaw,1979-02-05,177.8,70.30676,182.11
Lyman Good,Orthodox,1985-05-26,182.88,77.11064,187.46939999999998
Lyoto Machida,Southpaw,1978-05-30,185.42,83.91452,190.14909999999998
Mabelly Lima,Orthodox,1994-01-25,157.48000000000002,61.23492,160.6724
Mac Danzig,Orthodox,1980-01-02,172.72,70.30676,176.7506
Maciej Jewtuszko,Southpaw,1981-01-31,182.88,70.30676,187.46939999999998
Mack Brewer,Orthodox,,,92.98636,
Mackens Semerzier,Orthodox,1980-11-03,175.26,65.77083999999999,179.4303
Mackenzie Dern,Orthodox,1993-03-24,162.56,52.16308,166.0318
Macy Chiasson,Orthodox,1991-07-27,180.34,61.23492,184.7897
Mads Burnell,Orthodox,1994-03-06,172.72,65.77083999999999,176.7506
Magno Almeida,Orthodox,1985-06-06,182.88,70.30676,187.46939999999998
Magnus Cedenblad,Orthodox,1982-04-10,195.57999999999998,83.91452,200.86789999999996
Magomed Ankalaev,Orthodox,1992-06-02,190.5,92.98636,195.5085
Magomed Bibulatov,Orthodox,1988-08-22,165.1,56.699,168.7115
Magomed Mustafaev,Orthodox,1988-08-02,172.72,70.30676,176.7506
Magomed Sultanakhmedov,Southpaw,,187.96,83.91452,192.8288
Maia Stevenson,Orthodox,1982-03-19,162.56,52.16308,166.0318
Maiara Amanajas dos Santos,Southpaw,1987-07-11,165.1,52.16308,168.7115
Maiju Kujala,Orthodox,,,61.23492,
Maiquel Falcao,Orthodox,1981-03-08,180.34,83.91452,184.7897
Mairbek Taisumov,Orthodox,1988-08-08,175.26,70.30676,179.4303
Maka Watson,Orthodox,1984-09-22,,70.30676,
Maki Pitolo,Orthodox,1990-11-24,177.8,83.91452,182.11
Makoto Takimoto,Southpaw,1979-12-08,170.18,92.98636,174.0709
Makwan Amirkhani,Southpaw,1988-11-08,177.8,65.77083999999999,182.11
Mal Foki,Orthodox,,170.18,99.79024,174.0709
Manny Bermudez,Orthodox,1994-07-16,177.8,61.23492,182.11
Manny Tapia,Orthodox,1981-03-14,165.1,61.23492,168.7115
Manny Vazquez,Orthodox,1993-11-19,177.8,56.699,182.11
Manuel Rodriguez,Orthodox,1985-04-25,175.26,77.11064,179.4303
Manvel Gamburyan,Orthodox,1981-05-08,165.1,61.23492,168.7115
Mara Romero Borella,Orthodox,1986-06-03,167.64000000000001,56.699,171.3912
Marc Cofer,Orthodox,1972-03-03,,83.91452,
Marc Diakiese,Orthodox,1993-03-16,177.8,70.30676,182.11
Marc Stevens,Orthodox,,175.26,70.30676,179.4303
Marc-Andre Barriault,Orthodox,1990-02-18,185.42,83.91452,190.14909999999998
Marcel Fortuna,Orthodox,1985-10-22,185.42,92.98636,190.14909999999998
Marcelo Aguiar,Orthodox,,177.8,77.11064,182.11
Marcelo Brito,Orthodox,1977-11-27,185.42,77.11064,190.14909999999998
Marcelo Golm,Orthodox,1992-09-15,190.5,112.944408,195.5085
Marcelo Guimaraes,Orthodox,1983-06-25,182.88,83.91452,187.46939999999998
Marcelo Mello,Southpaw,,170.18,77.11064,174.0709
Marcin Bandel,Orthodox,1989-10-10,177.8,70.30676,182.11
Marcin Held,Orthodox,1992-01-18,175.26,70.30676,179.4303
Marcin Prachnio,Orthodox,1988-07-14,190.5,92.98636,195.5085
Marcin Tybura,Orthodox,1985-11-09,190.5,112.944408,195.5085
Marcin Wrzosek,Orthodox,1987-10-14,175.26,70.30676,179.4303
Marcio Alexandre Junior,Southpaw,1989-05-05,182.88,83.91452,187.46939999999998
Marcio Cruz,Orthodox,1978-04-24,193.04,105.233344,198.1882
Marcio Navarro,Orthodox,1978-09-17,182.88,70.30676,187.46939999999998
Marco Beltran,Orthodox,1986-05-18,172.72,56.699,176.7506
Marco Ruas,Orthodox,1961-01-23,185.42,95.25431999999999,190.14909999999998
Marcos Bonilla,Orthodox,,177.8,65.77083999999999,182.11
Marcos Conrado Jr.,Orthodox,1982-03-14,187.96,99.79024,192.8288
Marcos Galvao,Orthodox,1981-06-23,170.18,61.23492,174.0709
Marcos Mariano,Switch,1986-10-12,185.42,70.30676,190.14909999999998
Marcos Rogerio de Lima,Orthodox,1985-06-25,185.42,114.758776,190.14909999999998
Marcos Vinicius,Orthodox,1979-12-05,175.26,56.699,179.4303
Marcos da Matta,Orthodox,1973-03-18,162.56,65.77083999999999,166.0318
Marcus Aurelio,Orthodox,1973-08-18,177.8,70.30676,182.11
Marcus Bossett,Orthodox,,185.42,97.52228,190.14909999999998
Marcus Brimage,Southpaw,1985-04-06,162.56,61.23492,166.0318
Marcus Davis,Southpaw,1973-08-24,177.8,77.11064,182.11
Marcus Hicks,Southpaw,1975-11-25,167.64000000000001,70.30676,171.3912
Marcus Jones,Orthodox,1973-08-15,198.12,120.20188,203.5476
Marcus Kowal,Orthodox,,,61.23492,
Marcus LeVesseur,Southpaw,1982-07-17,175.26,70.30676,179.4303
Marcus Silveira,Orthodox,,190.5,109.76926399999999,195.5085
Maria Oliveira,Orthodox,1996-12-12,165.1,52.16308,168.7115
Maria Rios,Orthodox,1983-05-31,165.1,56.699,168.7115
Marina Rodriguez,Orthodox,1987-04-29,167.64000000000001,52.16308,171.3912
Mario Bautista,Switch,1993-07-01,175.26,61.23492,179.4303
Mario Miranda,Orthodox,1979-07-12,190.5,83.91452,195.5085
Mario Neto,Orthodox,,182.88,103.872568,187.46939999999998
Mario Rivera,Orthodox,,,,
Mario Soto,Orthodox,,182.88,65.77083999999999,187.46939999999998
Mario Sperry,Orthodox,1966-09-28,187.96,92.98636,192.8288
Marion Reneau,Orthodox,1977-06-20,167.64000000000001,61.23492,171.3912
Marius Enache,Orthodox,1975-10-16,180.34,70.30676,184.7897
Marius Zaromskis,Orthodox,1980-07-30,175.26,77.11064,179.4303
Mariya Agapova,Orthodox,,,56.699,
Mark Bocek,Orthodox,1981-10-24,172.72,70.30676,176.7506
Mark Cherico,Orthodox,1986-05-12,170.18,65.77083999999999,174.0709
Mark Coleman,Orthodox,1964-12-20,185.42,92.98636,190.14909999999998
Mark De La Rosa,Orthodox,1994-08-31,167.64000000000001,61.23492,171.3912
Mark Dickman,Orthodox,1984-07-19,175.26,65.77083999999999,179.4303
Mark Eddiva,Orthodox,1986-02-16,172.72,65.77083999999999,176.7506
Mark Godbeer,Orthodox,1983-11-22,193.04,108.86207999999999,198.1882
Mark Hall,Orthodox,,182.88,86.18248,187.46939999999998
Mark Holst,Orthodox,1985-08-14,182.88,70.30676,187.46939999999998
Mark Hominick,Orthodox,1982-07-22,172.72,65.77083999999999,176.7506
Mark Hughes,Southpaw,1973-10-13,175.26,92.98636,179.4303
Mark Hunt,Orthodox,1974-03-23,177.8,120.20188,182.11
Mark Kerr,Switch,1968-12-21,190.5,120.655472,195.5085
Mark Munoz,Orthodox,1978-02-09,182.88,83.91452,187.46939999999998
Mark Robinson,Orthodox,,182.88,120.20188,187.46939999999998
Mark Scanlon,Orthodox,,175.26,77.11064,179.4303
Mark Schultz,Orthodox,,175.26,90.7184,179.4303
Mark Vorgeas,Orthodox,,177.8,61.23492,182.11
Mark Weir,Southpaw,1967-09-19,187.96,83.91452,192.8288
Marko Damiani,Orthodox,,182.88,77.11064,187.46939999999998
Markus Perez,Orthodox,1988-06-22,185.42,83.91452,190.14909999999998
Marloes Coenen,Orthodox,1981-03-31,175.26,65.77083999999999,179.4303
Marlon Moraes,Orthodox,1988-04-26,167.64000000000001,61.23492,171.3912
Marlon Sims,Orthodox,,,77.11064,
Marlon Vera,Switch,1992-12-02,172.72,61.23492,176.7506
Marques Daniels,Orthodox,,,70.30676,
Martin Bravo,Southpaw,1993-09-21,172.72,65.77083999999999,176.7506
Martin Buschkamp,Orthodox,1991-01-06,175.26,65.77083999999999,179.4303
Martin Day,Orthodox,1988-11-10,177.8,61.23492,182.11
Martin Kampmann,Orthodox,1982-04-17,182.88,77.11064,187.46939999999998
Martin Svensson,Orthodox,1985-04-25,185.42,70.30676,190.14909999999998
Marvin Eastman,Orthodox,1971-06-08,175.26,83.91452,179.4303
Marvin Maldonado,Orthodox,,167.64000000000001,61.23492,171.3912
Marvin Vettori,Southpaw,1993-09-20,182.88,83.91452,187.46939999999998
Maryna Moroz,Orthodox,1991-09-08,170.18,56.699,174.0709
Masaaki Satake,Orthodox,1965-08-17,185.42,99.79024,190.14909999999998
Masakatsu Funaki,Southpaw,1969-03-13,182.88,83.91452,187.46939999999998
Masakatsu Okuda,Orthodox,,,,
Masakazu Imanari,Southpaw,1976-02-10,162.56,63.049288,166.0318
Masanori Kanehara,Orthodox,1982-11-19,170.18,61.23492,174.0709
Masanori Suda,Orthodox,,175.26,83.007336,179.4303
Masanori Tonooka,Orthodox,,172.72,83.91452,176.7506
Masio Fullen,Orthodox,1986-10-06,177.8,65.77083999999999,182.11
Mason Fowler,Orthodox,,180.34,77.11064,184.7897
Masutatsu Yano,Orthodox,1975-07-11,175.26,89.811216,179.4303
Matheus Nicolau,Orthodox,1993-01-06,167.64000000000001,56.699,171.3912
Mats Nilsson,Orthodox,1983-12-05,185.42,77.11064,190.14909999999998
Matt Andersen,Southpaw,1971-05-29,187.96,104.32616,192.8288
Matt Arroyo,Orthodox,1982-09-01,177.8,77.11064,182.11
Matt Bessette,Orthodox,1984-12-28,177.8,65.77083999999999,182.11
Matt Brown,Orthodox,1981-01-10,182.88,77.11064,187.46939999999998
Matt Dwyer,Orthodox,1989-12-17,193.04,77.11064,198.1882
Matt Foki,Orthodox,,170.18,99.79024,174.0709
Matt Frevola,Orthodox,1990-06-11,175.26,70.30676,179.4303
Matt Grice,Orthodox,1981-07-29,172.72,65.77083999999999,176.7506
Matt Hamill,Orthodox,1976-10-05,185.42,92.98636,190.14909999999998
Matt Helm,Orthodox,,,70.30676,
Matt Hobar,Southpaw,1987-01-07,177.8,61.23492,182.11
Matt Horning,Orthodox,,162.56,56.699,166.0318
Matt Horwich,Orthodox,1978-10-02,185.42,83.91452,190.14909999999998
Matt Hughes,Switch,1973-10-13,175.26,77.11064,179.4303
Matt Kovacs,Orthodox,,182.88,110.676448,187.46939999999998
Matt Lee,Orthodox,,180.34,70.30676,184.7897
Matt Lindland,Southpaw,1970-05-17,182.88,83.91452,187.46939999999998
Matt Lucas,Orthodox,,185.42,92.98636,190.14909999999998
Matt Mitrione,Switch,1978-07-15,190.5,120.20188,195.5085
Matt Pedro,Orthodox,,,,
Matt Ramirez,Orthodox,,165.1,56.699,168.7115
Matt Ricehouse,Orthodox,1987-03-11,,70.30676,
Matt Sayles,Orthodox,1994-02-21,170.18,65.77083999999999,174.0709
Matt Schnell,Orthodox,1990-01-15,172.72,61.23492,176.7506
Matt Secor,Orthodox,1986-09-26,182.88,77.11064,187.46939999999998
Matt Serra,Orthodox,1974-06-02,167.64000000000001,77.11064,171.3912
Matt Skelton,Orthodox,1967-01-23,190.5,120.20188,195.5085
Matt Van Buren,Orthodox,1986-06-12,195.57999999999998,92.98636,200.86789999999996
Matt Veach,Orthodox,1981-05-31,180.34,70.30676,184.7897
Matt Wiman,Orthodox,1983-09-19,177.8,70.30676,182.11
Matthew Lopez,Southpaw,1987-01-21,170.18,61.23492,174.0709
Matthew Riddle,Southpaw,1986-01-14,185.42,77.11064,190.14909999999998
Maurice Eazel,Orthodox,,170.18,61.23492,174.0709
Maurice Greene,Orthodox,1986-07-05,200.66,117.026736,206.22729999999999
Maurice Mitchell,Orthodox,1987-06-29,175.26,65.77083999999999,179.4303
Maurice Smith,Orthodox,1961-12-13,187.96,100.243832,192.8288
Mauricio Alonso,Orthodox,1980-02-27,187.96,77.11064,192.8288
Mauricio Rua,Orthodox,1981-11-25,185.42,92.98636,190.14909999999998
Max Griffin,Orthodox,1985-11-29,180.34,77.11064,184.7897
Max Holloway,Orthodox,1991-12-04,180.34,70.30676,184.7897
Max Martyniouk,Orthodox,,,70.30676,
Max Mustaki,Orthodox,1987-11-07,182.88,70.30676,187.46939999999998
Maximo Blanco,Orthodox,1983-10-16,172.72,65.77083999999999,176.7506
Mayana Kellem,Orthodox,1981-07-07,165.1,61.23492,168.7115
Maycee Barber,Switch,1998-05-18,165.1,56.699,168.7115
Mayra Bueno Silva,Orthodox,1991-08-22,167.64000000000001,61.23492,171.3912
Megan Anderson,Orthodox,1990-02-11,182.88,65.77083999999999,187.46939999999998
Megumi Fujii,Orthodox,1974-04-26,160.02,51.255896,163.3521
Mehdi Baghdad,Orthodox,1985-04-13,185.42,70.30676,190.14909999999998
Melchor Manibusan,Southpaw,1976-12-27,165.1,69.853168,168.7115
Melinda Fabian,Orthodox,1987-06-25,167.64000000000001,56.699,171.3912
Melissa Gatto,Orthodox,1996-02-05,165.1,61.23492,168.7115
Melton Bowen,Orthodox,1969-07-16,182.88,102.0582,187.46939999999998
Melvin Guillard,Orthodox,1983-03-30,175.26,70.30676,179.4303
Melvin Manhoef,Orthodox,1976-05-11,175.26,83.91452,179.4303
Merab Dvalishvili,Orthodox,1991-01-10,167.64000000000001,61.23492,171.3912
Merritt Warren,Southpaw,,177.8,70.30676,182.11
Micah Miller,Orthodox,1987-02-14,182.88,65.77083999999999,187.46939999999998
Michael Bisping,Orthodox,1979-02-28,185.42,83.91452,190.14909999999998
Michael Bravo,Orthodox,,,70.30676,
Michael Byrnes,Orthodox,1990-07-17,180.34,70.30676,184.7897
Michael Chiesa,Southpaw,1987-12-07,185.42,77.11064,190.14909999999998
Michael Cora,Southpaw,1989-08-24,185.42,77.11064,190.14909999999998
Michael Diaz,Orthodox,,,117.93392,
Michael Graves,Orthodox,1991-01-08,177.8,77.11064,182.11
Michael Johnson,Southpaw,1986-06-04,177.8,65.77083999999999,182.11
Michael Knaap,Orthodox,1984-02-27,187.96,99.79024,192.8288
Michael Kuiper,Orthodox,1989-06-07,182.88,83.91452,187.46939999999998
Michael Lerma,Orthodox,,,,
Michael Lombardo,Orthodox,1990-04-03,182.88,83.91452,187.46939999999998
Michael Mangan,Orthodox,,,70.30676,
Michael McBride,Orthodox,1986-03-09,185.42,70.30676,190.14909999999998
Michael McDonald,Orthodox,1991-01-15,175.26,61.23492,179.4303
Michael Page,Orthodox,1987-04-07,187.96,77.11064,192.8288
Michael Patt,Orthodox,,182.88,92.98636,187.46939999999998
Michael Trizano,Orthodox,1991-12-31,180.34,70.30676,184.7897
Michal Martinek,Orthodox,,,99.79024,
Michal Oleksiejczuk,Southpaw,1995-02-22,182.88,92.98636,187.46939999999998
Michel Batista,Orthodox,1984-04-20,190.5,117.93392,195.5085
Michel Pereira,Orthodox,1993-10-06,185.42,77.11064,190.14909999999998
Michel Prazeres,Orthodox,1981-07-25,167.64000000000001,77.11064,171.3912
Michel Quinones,Orthodox,1984-12-22,177.8,70.30676,182.11
Michelle Maher,Orthodox,,,65.77083999999999,
Michelle Waterson,Orthodox,1986-01-06,160.02,52.16308,163.3521
Michihiro Omigawa,Orthodox,1975-12-19,167.64000000000001,65.77083999999999,171.3912
Michinori Tanaka,Orthodox,1990-10-04,165.1,61.23492,168.7115
Michiyoshi Ohara,Orthodox,,177.8,92.98636,182.11
Mickael Lebout,Orthodox,1987-08-16,180.34,70.30676,184.7897
Mickey Gall,Switch,1992-01-22,187.96,77.11064,192.8288
Miesha Tate,Orthodox,1986-08-18,167.64000000000001,61.23492,171.3912
Miguel Baeza,Orthodox,1992-08-23,187.96,77.11064,192.8288
Miguel Cosio,Orthodox,,193.04,92.98636,198.1882
Miguel Linares,Orthodox,,,,
Miguel Torres,Orthodox,1981-01-18,175.26,61.23492,179.4303
Miika Mehmet,Orthodox,,,92.98636,
Mike Aina,Orthodox,,175.26,70.30676,179.4303
Mike Altman,Orthodox,,177.8,83.91452,182.11
Mike Bencic,Orthodox,,182.88,97.52228,187.46939999999998
Mike Bourke,Orthodox,,182.88,124.7378,187.46939999999998
Mike Bronzoulis,Orthodox,1979-01-05,182.88,70.30676,187.46939999999998
Mike Brown,Orthodox,1975-09-08,167.64000000000001,65.77083999999999,171.3912
Mike Budnik,Orthodox,1974-08-08,175.26,65.77083999999999,179.4303
Mike Campbell,Southpaw,,175.26,70.30676,179.4303
Mike Chandler,Orthodox,1986-04-24,172.72,70.30676,176.7506
Mike Ciesnolevicz,Orthodox,1979-10-28,182.88,106.59412,187.46939999999998
Mike Cook,Orthodox,,185.42,92.98636,190.14909999999998
Mike Davis,Orthodox,1992-10-07,182.88,70.30676,187.46939999999998
Mike Dolce,Orthodox,1976-04-15,180.34,83.91452,184.7897
Mike Easton,Southpaw,1984-01-25,167.64000000000001,61.23492,171.3912
Mike French,Orthodox,1975-05-29,177.8,65.77083999999999,182.11
Mike Glenn,Orthodox,1977-10-09,,92.98636,
Mike Grundy,Orthodox,1987-01-03,170.18,65.77083999999999,174.0709
Mike Guymon,Orthodox,1974-09-17,182.88,77.11064,187.46939999999998
Mike Hayes,Orthodox,,193.04,104.32616,198.1882
Mike Jackson,Orthodox,1985-03-22,187.96,77.11064,192.8288
Mike Joy,Southpaw,1985-07-18,167.64000000000001,70.30676,171.3912
Mike King,Orthodox,1983-08-04,190.5,83.91452,195.5085
Mike Kyle,Orthodox,1980-03-31,193.04,92.98636,198.1882
Mike Lullo,Orthodox,1979-07-24,172.72,65.77083999999999,176.7506
Mike Malott,Orthodox,,182.88,65.77083999999999,187.46939999999998
Mike Massenzio,Southpaw,1982-11-01,187.96,83.91452,192.8288
Mike Minniger,Orthodox,,,,
Mike Moreno,Orthodox,,182.88,83.91452,187.46939999999998
Mike Nickels,Orthodox,1971-12-13,193.04,92.98636,198.1882
Mike Perry,Orthodox,1991-09-15,177.8,77.11064,182.11
Mike Pierce,Orthodox,1980-09-01,172.72,77.11064,176.7506
Mike Polchlopek,Orthodox,1965-12-27,193.04,129.27372,198.1882
Mike Pyle,Orthodox,1975-09-18,182.88,77.11064,187.46939999999998
Mike Rhodes,Orthodox,1989-12-04,185.42,77.11064,190.14909999999998
Mike Ricci,Southpaw,1986-03-18,182.88,70.30676,187.46939999999998
Mike Richman,Orthodox,1985-06-23,172.72,61.23492,176.7506
Mike Rio,Orthodox,1981-07-06,177.8,70.30676,182.11
Mike Rodriguez,Southpaw,1988-11-28,193.04,92.98636,198.1882
Mike Russow,Orthodox,1976-09-11,185.42,115.66596,190.14909999999998
Mike Santiago,Orthodox,1989-07-28,177.8,65.77083999999999,182.11
Mike Seal,Orthodox,,193.04,83.91452,198.1882
Mike Stumpf,Orthodox,1986-08-01,177.8,77.11064,182.11
Mike Swick,Orthodox,1979-06-19,185.42,77.11064,190.14909999999998
Mike Wessel,Orthodox,1977-12-02,182.88,117.93392,187.46939999999998
Mike Whitehead,Orthodox,1981-06-29,185.42,92.98636,190.14909999999998
Mike Wilkinson,Orthodox,1987-09-15,170.18,65.77083999999999,174.0709
Mike Zichelle,Orthodox,,,92.98636,
Mike de la Torre,Orthodox,1986-09-22,180.34,65.77083999999999,184.7897
Mike van Arsdale,Switch,1965-06-20,187.96,92.98636,192.8288
Mikey Burnett,Orthodox,1974-04-12,167.64000000000001,77.11064,171.3912
Mikhail Iloukhine,Orthodox,1966-11-21,175.26,92.98636,179.4303
Milana Dudieva,Orthodox,1989-08-04,160.02,61.23492,163.3521
Milco Voorn,Orthodox,,,99.79024,
Miles Johns,Orthodox,1994-03-30,170.18,61.23492,174.0709
Miles McDonald,Orthodox,1991-08-13,170.18,52.16308,174.0709
Milton Vieira,Orthodox,1978-10-04,182.88,65.77083999999999,187.46939999999998
Min Soo Kim,Southpaw,1975-01-22,185.42,115.66596,190.14909999999998
Minoki Ichihara,Orthodox,,170.18,80.739376,174.0709
Minoru Toyonaga,Southpaw,,180.34,88.45044,184.7897
Minotauro Nogueira,Orthodox,1976-06-02,190.5,108.86207999999999,195.5085
Mirko Cro Cop,Southpaw,1974-09-10,187.96,104.32616,192.8288
Mirsad Bektic,Orthodox,1991-02-16,172.72,65.77083999999999,176.7506
Misha Cirkunov,Orthodox,1987-02-27,190.5,92.98636,195.5085
Mitch Clarke,Orthodox,1985-11-24,177.8,70.30676,182.11
Mitch Gagnon,Southpaw,1984-10-10,165.1,61.23492,168.7115
Mitch Whitesel,Orthodox,1981-07-12,175.26,83.91452,179.4303
Mitchell Sipe,Orthodox,1996-04-09,187.96,111.13004,192.8288
Mitsuharu Kitao,Orthodox,,200.66,176.90088,206.22729999999999
Mitsuhiro Ishida,Southpaw,1978-12-29,167.64000000000001,69.853168,171.3912
Mizuto Hirota,Orthodox,1981-05-05,170.18,70.30676,174.0709
Moise Rimbon,Orthodox,1977-04-20,177.8,92.98636,182.11
Molly McCann,Orthodox,1990-05-04,162.56,56.699,166.0318
Montana De La Rosa,Orthodox,1995-02-14,170.18,56.699,174.0709
Montel Jackson,Southpaw,1992-04-24,177.8,61.23492,182.11
Mostapha Al-Turk,Orthodox,1973-07-14,187.96,111.13004,192.8288
Moti Horenstein,Orthodox,,193.04,104.32616,198.1882
Motoki Miyazawa,Southpaw,,180.34,76.203456,184.7897
Motonobu Tezuka,Southpaw,1987-08-29,170.18,61.23492,174.0709
Movsar Evloev,Orthodox,1994-02-11,170.18,65.77083999999999,174.0709
Mu Bae Choi,Orthodox,1970-06-27,187.96,104.32616,192.8288
Muhammed Lawal,Southpaw,1981-01-11,182.88,92.98636,187.46939999999998
Muhsin Corbbrey,Orthodox,1978-05-18,177.8,70.30676,182.11
Muin Gafurov,Orthodox,1996-05-17,170.18,61.23492,174.0709
Murad Chunkaiev,Orthodox,,180.34,83.91452,184.7897
Murilo Bustamante,Orthodox,1966-07-30,187.96,83.007336,192.8288
Murilo Rua,Orthodox,1980-05-22,180.34,83.91452,184.7897
Muslim Salikhov,Orthodox,1984-06-09,180.34,77.11064,184.7897
Mychal Clark,Orthodox,,190.5,101.604608,195.5085
Myles Jury,Orthodox,1988-10-31,177.8,65.77083999999999,182.11
Nad Narimani,Orthodox,1987-04-14,172.72,65.77083999999999,176.7506
Nadia Kassem,Southpaw,1995-11-15,165.1,56.699,168.7115
Nah-Shon Burrell,Orthodox,1990-02-05,180.34,77.11064,184.7897
Naho Sugiyuma,Orthodox,1978-02-03,154.94,47.627159999999996,157.99269999999999
Nam Phan,Orthodox,1983-03-13,167.64000000000001,61.23492,171.3912
Nandor Guelmino,Orthodox,1975-12-20,190.5,104.32616,195.5085
Naoki Inoue,Orthodox,1997-06-14,175.26,56.699,179.4303
Naoki Matsushita,Orthodox,,167.64000000000001,70.30676,171.3912
Naoya Ogawa,Orthodox,1968-03-31,193.04,115.66596,198.1882
Naoyuki Kotani,Southpaw,1981-12-08,172.72,70.30676,176.7506
Nasrat Haqparast,Southpaw,1995-08-22,177.8,70.30676,182.11
Nate Diaz,Southpaw,1985-04-16,182.88,77.11064,187.46939999999998
Nate James,Orthodox,1978-05-29,182.88,83.91452,187.46939999999998
Nate Loughran,Orthodox,1980-07-28,187.96,83.91452,192.8288
Nate Marquardt,Orthodox,1979-04-20,182.88,83.91452,187.46939999999998
Nate Mohr,Orthodox,1983-03-03,175.26,70.30676,179.4303
Nate Moore,Orthodox,,182.88,77.11064,187.46939999999998
Nate Quarry,Open Stance,1972-03-18,182.88,83.91452,187.46939999999998
